"id","org_id","created_date","created_by_user_id","last_modified_date","last_modified_by_user_id","deleted_date","deleted_by_user_id","product_code","product_sku","product_name","product_description","cost_price","cost_price_average","cost_price_percentage","cost_chart_of_accounts","cost_currency","premium_declaration_cost_price","underwriter_cost_price","underwriter_cost_price_percentage","agent_cost_price","agent_cost_price_percentage","sell_currency","sell_price","sell_chart_of_accounts","status","product_type","product_category","pending_product_qty_in_stock","product_qty_in_stock","manage_stock","stock_value","resell_value","minimum_retail_price","maximum_retail_price","template_id","company_id","start_date","end_date","external_reference","sales_unit","recommended_retail_price","weight","service_levy_percentage","admin_fee","service_provision","plan_operating_charge","clip_fee_percentage","location","margin_calculation","supplier_id","part_number","bay","ean_barcode","product_image"
66335,6,,,,666,,,"139PTIL-63C-RET","139PTIL-63C-RET","RACING 139PTIL63-C PETROL FRONT TINE TILLER - EX DEMO","RACING 139PTIL63-C PETROL FRONT TINE TILLER - EX DEMO",116.44,116.44,,"4017","GBP",,,,,,"GBP",149.95,"4017","Active","4017 - TILLERS & CULTIVATORS","2",0,0,0,0,0,,,,,,,"139PTIL-63C-RET",,,,,,,,,"",,,,,,
66336,6,,,"2025-11-13T13:55:39.000Z",24305274,,,"19052001","19052001","ROLLER HALF - FITS FEIDER 21"" ROLLER MODELS","ROLLER HALF - FITS FTDTR5220 / FTDTR5220ES ",11.55,11.55,,"4098","GBP",,,,,,"GBP",24.99,"4098","Active","4098 - SPARE PARTS","15",0,0,1,0,0,,,,,,,"19052001",,,6,,,,,,"B3S3",,752066,"19052001",,,
66337,6,,,,666,,,"19157065","19157065","BLADE               FITS FTDT4640(ES)","BLADE               FITS FTDT4640(ES)",14.4,14.4,,"4098","GBP",,,,,,"GBP",28.8,"4098","Active","4098 - SPARE PARTS","15",0,1,1,14.4,28.8,,,,,,,"19157065",,,,,,,,,"",,,,,,
66339,6,,,,666,,,"22301018","22301018","BELT","BELT",0.94,0,,"4098","GBP",,,,,,"GBP",15,"4098","Active","4098 - SPARE PARTS","15",0,0,1,0,0,,,,,,,"22301018",,,,,,,,,"",,,,,,
66340,6,,,,666,,,"232511610/16","232511610/16","STIGA EXTENSION POLE FOR SPLIT SHAFT BRUSHTCUTTERS","STIGA EXTENSION POLE FOR SPLIT SHAFT BRUSHTCUTTERS",14.78,0,,"4025","GBP",,,,,,"GBP",33.95,"4025","Active","4025 - MISC","32",0,0,1,0,0,,,,,,,"232511610/16",,,,,,,,,"",,,,,,
66341,6,,,,666,,,"283321008/ST2","283321008/ST2","STIGA BC 740 B PETROL BRUSHCUTTER","STIGA BC 740 B PETROL BRUSHCUTTER",193.73,193.73,,"4012","GBP",,,,,,"GBP",300,"4012","Active","4012 - HANDHELD PRODCUTS","32",0,0,1,0,0,,,,,,,"283321008/ST2",,,8.3,,,,,,"",,,,,,
66342,6,,,,666,,,"2T1210483/M25","2T1210483/M25","MOUNTFIELD 1543H SD HYDROSTATIC LAWN AND GARDEN TRACTOR","MOUNTFIELD 1543H SD HYDROSTATIC LAWN AND GARDEN TRACTOR",1513.45,1312.87,,"4011","GBP",,,,,,"GBP",2619,"4011","Active","4011 - RIDE ON LAWNMOWERS","31",0,-2,1,-3026.9,-5238,,,,,,,"2T1210483/M25",,,159,,,,,,"",,,,,,
66343,6,,,,666,,,"5818430-01","5818430-01","GENUINE HUSQVARNA BLADE BOSS","GENUINE HUSQVARNA BLADE BOSS",16.22,16.1,,"4098","GBP",,,,,,"GBP",33,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"5818430-01",,,,,,,,,"",,,,,,
66345,6,,,,666,,,"799579","799579","BRIGGS AND STRATTON AIR FILTER","BRIGGS AND STRATTON AIR FILTER",2.8,2.8,,"4098","GBP",,,,,,"GBP",4.95,"4098","Active","4098 - SPARE PARTS","1",0,0,1,0,0,,,,,,,"799579",,,,,,,,,"",,,,,,
66346,6,,,,666,,,"B593934","B593934","STARTER MOTOR","STARTER MOTOR",109.99,109.99,,"4098","GBP",,,,,,"GBP",219.98,"4098","Active","4098 - SPARE PARTS","20",0,1,1,109.99,219.98,,,,,,,"B593934",,,,,,,,,"",,,,,,
66347,6,,,,666,,,"BDDELCHARGES","BDDELCHARGES","CHARGES FOR VEHICLE CHARGES - MARCH 2024","CHARGES FOR VEHICLE CHARGES - MARCH 2024",1320,0,,"4905","GBP",,,,,,"GBP",0,"4905","Active","4905 - Distribution and Carriage","300",0,0,1,0,0,,,,,,,"BDDELCHARGES",,,,,,,,,"",,,,,,
66348,6,,,,666,,,"BDMARKETINGCHARGE","BDMARKETINGCHARGE","MARKETING CHARGES - SOCIAL MEDIA","MARKETING CHARGES - SOCIAL MEDIA",1260,0,,"4900","GBP",,,,,,"GBP",0,"4900","Active","4900 - Miscellaneous Income","300",0,0,1,0,0,,,,,,,"BDMARKETINGCHARGE",,,0,,,,,,"",,,,,,
66349,6,,,,666,,,"BOU009","BOU009","JR BOU009 Replaces: Bosch WSR6F, Champion RCJ7Y, Denso W20MP-U, NGK BPMR7A, Torch L7RTC","JR BOU009 Replaces: Bosch WSR6F, Champion RCJ7Y, Denso W20MP-U, NGK BPMR7A, Torch L7RTC",0.79,0.79,,"4098","GBP",,,,,,"GBP",6.98,"4098","Active","4098 - SPARE PARTS","15",0,3,1,2.37,20.94,,,,,,,"BOU009",,,,,,,,,"",,,,,,
66350,6,,,,777,,,"02071496","02071496","DRIVE BELT","DRIVE BELT",7.8,7.8,,"4098","GBP",,,,,,"GBP",31,"4098","Active","4098 - SPARE PARTS","15",0,0,1,0,0,,,,,,,"C-02071496",,,,,,,,,"",,,,,,
66351,6,,,,777,,,"02071497","02071497","BELT - CUTTING                 (BELTA39)","BELT - CUTTING                 (BELTA39)",6.57,6.57,,"4098","GBP",,,,,,"GBP",23.96,"4098","Active","4098 - SPARE PARTS","15",0,0,1,0,0,,,,,,,"C-02071497",,,,,,,,,"4B",,752066,,,,
66352,6,,,,777,,,"0300010609","0300010609","SCREW","SCREW",0.45,0.45,,"4098","GBP",,,,,,"GBP",1,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-0300010609",,,,,,,,,"",,752095,,,,
66353,6,,,,777,,,"0306030036","0306030036","HARNESS BELT","HARNESS BELT",35.91,35.91,,"4098","GBP",,,,,,"GBP",62.48,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-0306030036",,,,,,,,,"",,752095,,,,
66354,6,,,,777,,,"0340040014","0340040014","DON'T USE","DON'T USE",0,0,,"4025","GBP",,,,,,"GBP",0,"4025","Active","4025 - MISC","19",0,0,1,0,0,,,,,,,"C-0340040014",,,,,,,,,"",,752095,,,,
66355,6,,,,777,,,"04041450","04041450","CHAIN   FITS FTRT494","CHAIN   FITS FTRT494",6,6,,"4098","GBP",,,,,,"GBP",29.95,"4098","Active","4098 - SPARE PARTS","15",0,0,1,0,0,,,,,,,"C-04041450",,,,,,,,,"",,,,,,
66356,6,,,,777,,,"04121135","04121135","BLADES                  [FITS FBT70]","BLADES                  [FITS FBT70]",12.24,12.24,,"4098","GBP",,,,,,"GBP",29.37,"4098","Active","4098 - SPARE PARTS","15",0,0,1,0,0,,,,,,,"C-04121135",,,,,,,,,"",,,,,,
66357,6,,,,777,,,"06541-VB5-A01","06541-VB5-A01","DRIVE CABLE -                                  FITS HRD536","DRIVE CABLE -                                  FITS HRD536",14.99,19.74,,"4098","GBP",,,,,,"GBP",48.96,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-06541-VB5-A01",,,,,,,,,"",,752107,,,,
66358,6,,,,777,,,"092317","092317","FUEL CAP    FITS FRT7550M","FUEL CAP    FITS FRT7550M",3.9,0,,"4098","GBP",,,,,,"GBP",19.73,"4098","Active","4098 - SPARE PARTS","15",0,0,1,0,0,,,,,,,"C-092317",,,,,,,,,"",,,,,,
66359,6,,,,777,,,"1000","1000","DISPOSABLES","DISPOSABLES",0.01,0.01,,"4096","GBP",,,,,,"GBP",5.5,"4096","Active","4096 - CONSUMABLES & DISPOSABLES","201",0,-64,1,-0.64,-352,,,,,,,"C-1000",,,,,,,,,"",,,,,,
66360,6,,,"2025-11-12T16:02:18.000Z",24305274,,,"1011","1011","FRT75BS125 CUTTING BELT","Universal 4L450K V Belt (1/2"" Section) - FRT75BS125 CUTTING BELT",16.2,15.7,,"4098","GBP",,,,,,"GBP",34.95,"4098","Active","4098 - SPARE PARTS","20",0,3,1,48.6,104.85,,,,,,,"C-1011",,,,,,,,,"4C",,,,,,
66361,6,,,,777,,,"1015CX","1015CX","TROLLEY JACK 1.5 TONNE SHORT CHASSIS","TROLLEY JACK 1.5 TONNE SHORT CHASSIS",23.98,23.98,,"4025","GBP",,,,,,"GBP",40.79,"4025","Active","4025 - MISC","24",0,0,1,0,0,,,,,,,"C-1015CX",,,,,,,,,"",,,,,,
66362,6,,,,777,,,"106-8397","106-8397","BATERY -                              FITS TORO RECYCLER 20797","BATERY -                              FITS TORO RECYCLER 20797",16.44,16.44,,"4098","GBP",,,,,,"GBP",68.92,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-106-8397",,,,,,,,,"",,,,,,
66363,6,,,,777,,,"11000118","11000118","BATTERY TRAY","BATTERY TRAY",10.15,10.15,,"4098","GBP",,,,,,"GBP",20.79,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-11000118",,,,,,,,,"",,,,,,
66364,6,,,,777,,,"11000121","11000121","WHEEL TRIM -                           TG46SE","WHEEL TRIM -                           TG46SE",2.34,2.34,,"4098","GBP",,,,,,"GBP",5.85,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-11000121",,,,,,,,,"",,,,,,
66365,6,,,,777,,,"11000176","11000176","FRONT PANEL -                             FITS TG51SE","FRONT PANEL -                             FITS TG51SE",9.95,9.95,,"4098","GBP",,,,,,"GBP",19.95,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-11000176",,,,,,,,,"",,,,,,
66366,6,,,,777,,,"11006-152","11006-152","GENUINE DANARM STAY","GENUINE DANARM STAY",9.56,9.56,,"4098","GBP",,,,,,"GBP",19.12,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-11006-152",,,,,,,,,"",,752107,,,,
66367,6,,,,777,,,"11013-0752","11013-0752","KAWASAKI FR651V, FR691V, FS484V AIR FILTER","KAWASAKI FR651V, FR691V, FS484V AIR FILTER",5.36,5.06,,"4098","GBP",,,,,,"GBP",24.98,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-11013-0752",,,,,,,,,"",,,,,,
66368,6,,,,777,,,"11013-7046","11013-7046","GENUINE KAWASKI PRE FILTER","GENUINE KAWASKI PRE FILTER",7.49,7.49,,"4098","GBP",,,,,,"GBP",14.98,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-11013-7046",,,,,,,,,"",,,,,,
66369,6,,,,777,,,"110513","110513","FRONT WHEEL BEARING     TORO","FRONT WHEEL BEARING     TORO",3.78,3.78,,"4098","GBP",,,,,,"GBP",8.47,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-110513",,,,,,,,,"",,,,,,
66370,6,,,,777,,,"111-1150","111-1150","GENUINE HAYTER 41 CABLE VARIATOR","GENUINE HAYTER 41 CABLE VARIATOR",33.05,33.05,,"4098","GBP",,,,,,"GBP",66.1,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-111-1150",,,,,,,,,"",,752107,,,,
66371,6,,,,777,,,"111-1151","111-1151","GENUINE HAYTER 41 CLUTCH CABLE","GENUINE HAYTER 41 CLUTCH CABLE",16.15,16.15,,"4098","GBP",,,,,,"GBP",39.98,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-111-1151",,,,,,,,,"",,752107,,,,
66372,6,,,,777,,,"1111-3038-01","1111-3038-01","BLADE   FITS SP550","BLADE   FITS SP550",10.44,10.44,,"4098","GBP",,,,,,"GBP",39.95,"4098","Active","4098 - SPARE PARTS","20",0,1,1,10.44,39.95,,,,,,,"C-1111-3038-01",,,,,,,,,"",,,,,,
66373,6,,,,777,,,"1111201WR","1111201WR","WILKINSON DIGGING FORK","WILKINSON DIGGING FORK",0,0,,"4098","GBP",,,,,,"GBP",24.99,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-1111201WR",,,0,,,,,,"",,,,,,
66374,6,,,,777,,,"1111203WR","1111203WR","WILKINSON BORDER FORK","WILKINSON BORDER FORK",0,0,,"4098","GBP",,,,,,"GBP",24.99,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-1111203WR",,,0,,,,,,"",,,,,,
66375,6,,,,777,,,"1119216035/0","1119216035/0","BEARING 6001 2RS (12 X 28 X 8)","BEARING 6001 2RS (12 X 28 X 8)",1.53,1.53,,"4098","GBP",,,,,,"GBP",3.5,"4098","Active","4098 - SPARE PARTS","20",0,1,1,1.53,3.5,,,,,,,"C-1119216035/0",,,,,,,,,"",,752173,,,,
66376,6,,,,777,,,"112139100/0","112139100/0","WOODRUFF KEY","WOODRUFF KEY",0.83,0.83,,"4098","GBP",,,,,,"GBP",2.66,"4098","Active","4098 - SPARE PARTS","20",0,2,1,1.66,5.32,,,,,,,"C-112139100/0",,,,,,,,,"",,,,,,
66377,6,,,,777,,,"112154220/0","112154220/0","FLANGED NUT","FLANGED NUT",1.04,1.04,,"4098","GBP",,,,,,"GBP",3.65,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-112154220/0",,,,,,,,,"",,,,,,
66378,6,,,,777,,,"112154330/0","112154330/0","LOW SELF LOCKING NUT","LOW SELF LOCKING NUT",1.01,1.01,,"4098","GBP",,,,,,"GBP",4.98,"4098","Active","4098 - SPARE PARTS","20",0,1,1,1.01,4.98,,,,,,,"C-112154330/0",,,,,,,,,"",,752107,,,,
66379,6,,,,777,,,"112156602/0","112156602/0","NUT - DECK HANGER","NUT - DECK HANGER",0.62,0.62,,"4098","GBP",,,,,,"GBP",1.57,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-112156602/0",,,,,,,,,"",,752173,,,,
66380,6,,,,777,,,"112293200/0","112293200/0","HEXAGON NUT","HEXAGON NUT",0.77,0.76,,"4098","GBP",,,,,,"GBP",1.52,"4098","Active","4098 - SPARE PARTS","20",0,2,1,1.54,3.04,,,,,,,"C-112293200/0",,,,,,,,,"1A",,752173,,,,
66381,6,,,,777,,,"112521350/0","112521350/0","WASHER M8","WASHER M8",0.91,0.91,,"4098","GBP",,,,,,"GBP",1.52,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-112521350/0",,,,,,,,,"",,,,,,
66382,6,,,,777,,,"112540260/0","112540260/0","INNER TOOTHED WASHER","INNER TOOTHED WASHER",0.67,0.67,,"4098","GBP",,,,,,"GBP",1.34,"4098","Active","4098 - SPARE PARTS","20",0,2,1,1.34,2.68,,,,,,,"C-112540260/0",,,,,,,,,"",,752173,,,,
66383,6,,,,777,,,"112608600/0","112608600/0","CIRCLIP D=12 UNI 7435 C60","CIRCLIP D=12 UNI 7435 C60",0.67,0.67,,"4098","GBP",,,,,,"GBP",1.5,"4098","Active","4098 - SPARE PARTS","20",0,1,1,0.67,1.5,,,,,,,"C-112608600/0",,,,,,,,,"",,752173,,,,
66384,6,,,,777,,,"112728300/0","112728300/0","SELF TAPPING SCREW","SELF TAPPING SCREW",1.11,1.11,,"4098","GBP",,,,,,"GBP",3.96,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-112728300/0",,,,,,,,,"",,752107,,,,
66385,6,,,,777,,,"112728697/0","112728697/0","SELF TAPPING SCREW","SELF TAPPING SCREW",0.76,0,,"4098","GBP",,,,,,"GBP",0,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-112728697/0",,,,,,,,,"4D",,,,,,
66386,6,,,,777,,,"112728903/0","112728903/0","DRIVE COVER SCREWS","DRIVE COVER SCREWS",0.69,0.69,,"4098","GBP",,,,,,"GBP",1.39,"4098","Active","4098 - SPARE PARTS","20",0,4,1,2.76,5.56,,,,,,,"C-112728903/0",,,,,,,,,"",,,,,,
66387,6,,,,777,,,"112737450/0","112737450/0","SCREW","SCREW",1.66,1.66,,"4098","GBP",,,,,,"GBP",3.32,"4098","Active","4098 - SPARE PARTS","20",0,1,1,1.66,3.32,,,,,,,"C-112737450/0",,,,,,,,,"",,752173,,,,
66388,6,,,,777,,,"1134-0433-00","1134-0433-00","MUFFLER GASKET","MUFFLER GASKET",2.39,2.39,,"4098","GBP",,,,,,"GBP",4.78,"4098","Active","4098 - SPARE PARTS","20",0,1,1,2.39,4.78,,,,,,,"C-1134-0433-00",,,,,,,,,"",,752173,,,,
66389,6,,,,777,,,"1134-4190-01","1134-4190-01","GEARBOX FAN","GEARBOX FAN",9.21,9.21,,"4098","GBP",,,,,,"GBP",18.42,"4098","Active","4098 - SPARE PARTS","20",0,1,1,9.21,18.42,,,,,,,"C-1134-4190-01",,,,,,,,,"",,752173,,,,
66390,6,,,,777,,,"1134-9116-01","1134-9116-01","BLADE BAR ASSEMBLY 85C","BLADE BAR ASSEMBLY 85C",46.35,46.35,,"4098","GBP",,,,,,"GBP",120.65,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-1134-9116-01",,,,,,,,,"",,752173,,,,
66391,6,,,,777,,,"1134-9119-01","1134-9119-01","BLADE TIP KIT STIGA PARK","BLADE TIP KIT STIGA PARK",17.3,17.3,,"4098","GBP",,,,,,"GBP",49.98,"4098","Active","4098 - SPARE PARTS","20",0,2,1,34.6,99.96,,,,,,,"C-1134-9119-01",,,,,,,,,"",,752173,,,,
66392,6,,,,777,,,"1134-9130-01","1134-9130-01","BLADE TIP KIT STIGA PARK","BLADE TIP KIT STIGA PARK",16.6,16.6,,"4098","GBP",,,,,,"GBP",49.97,"4098","Active","4098 - SPARE PARTS","20",0,2,1,33.2,99.94,,,,,,,"C-1134-9130-01",,,,,,,,,"",,752173,,,,
66393,6,,,,777,,,"1134-9172-01","1134-9172-01","PTO DRIVE BELT","PTO DRIVE BELT",16.5,16.5,,"4098","GBP",,,,,,"GBP",49.98,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-1134-9172-01",,,,,,,,,"",,752173,,,,
66394,6,,,,777,,,"1134-9220-01","1134-9220-01","WINGED BLADE 84CM/30"" (BLADE PACK)""","WINGED BLADE 84CM/30"" (BLADE PACK)""",27.14,27.03,,"4098","GBP",,,,,,"GBP",79.99,"4098","Active","4098 - SPARE PARTS","20",0,-1,1,-27.14,-79.99,,,,,,,"C-1134-9220-01",,,,,,,,,"",,,,,,
66395,6,,,,777,,,"1134-9225-01","1134-9225-01","MULCHING BLADE 98CM/38"" [STIGA PACK]""","MULCHING BLADE 98CM/38"" [STIGA PACK]""",22.09,22.09,,"4098","GBP",,,,,,"GBP",55.23,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-1134-9225-01",,,,,,,,,"4A",,,,,,
66396,6,,,,777,,,"1134-9226-01","1134-9226-01","WINGED BLADE 98CM/38""""","WINGED BLADE 98CM/38""""",33.9,33.9,,"4098","GBP",,,,,,"GBP",70,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-1134-9226-01",,,,,,,,,"",,752173,,,,
66397,6,,,,777,,,"1134-9228-01","1134-9228-01","WINGED BLKADE 102CM/40"" PACK""","WINGED BLKADE 102CM/40"" PACK""",38.05,38.05,,"4098","GBP",,,,,,"GBP",84.36,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-1134-9228-01",,,,,,,,,"",,752173,,,,
66398,6,,,,777,,,"1134-9231-01","1134-9231-01","MULCHING BLADE 108CM/ 43 PACK","MULCHING BLADE 108CM/ 43 PACK",31.13,31.13,,"4098","GBP",,,,,,"GBP",62.26,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-1134-9231-01",,,,,,,,,"",,752173,,,,
66399,6,,,,777,,,"1134-9245-01","1134-9245-01","PTO BELT [4WD PARK 100CD]","PTO BELT [4WD PARK 100CD]",26.98,26.98,,"4098","GBP",,,,,,"GBP",53.95,"4098","Active","4098 - SPARE PARTS","20",0,1,1,26.98,53.95,,,,,,,"C-1134-9245-01",,,,,,,,,"1C",,,,,,
66400,6,,,,777,,,"1134-9250-01","1134-9250-01","MOUNTFIELD/STIGA/ATCO BATTERY CHARGER FOR RIDE-ONS","MOUNTFIELD/STIGA/ATCO BATTERY CHARGER FOR RIDE-ONS",31.44,31.44,,"4098","GBP",,,,,,"GBP",66.62,"4098","Active","4098 - SPARE PARTS","20",0,-11,1,-345.84,-732.82,,,,,,,"C-1134-9250-01",,,,,,,,,"",,,,,,
66401,6,,,,777,,,"1137-0914-01","1137-0914-01","TANK BRACKET","TANK BRACKET",15.91,15.91,,"4098","GBP",,,,,,"GBP",39.98,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-1137-0914-01",,,,,,,,,"",,,,,,
66402,6,,,,777,,,"1143114","1143114","BELT","BELT",9.82,0,,"4098","GBP",,,,,,"GBP",24.95,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-1143114",,,,,,,,,"",,,,,,
66403,6,,,,777,,,"114366134/0","114366134/0","LABEL - ADJUST LEVER","LABEL - ADJUST LEVER",4.29,4.29,,"4098","GBP",,,,,,"GBP",9.69,"4098","Active","4098 - SPARE PARTS","25",0,0,1,0,0,,,,,,,"C-114366134/0",,,,,,,,,"",,752173,,,,
66404,6,,,,777,,,"1145112","1145112","BELT FITS FTDTR4870","BELT FITS FTDTR4870",13.99,13.99,,"4098","GBP",,,,,,"GBP",39.95,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-1145112",,,,,,,,,"",,,,,,
66405,6,,,,777,,,"1148112","1148112","BELT FITS FTDTR5220ES","BELT FITS FTDTR5220ES",13.99,13.99,,"4098","GBP",,,,,,"GBP",39.95,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-1148112",,,,,,,,,"",,,,,,
66406,6,,,,777,,,"1149147","1149147","PULLEY - VARIABLE SPEED IDLER","PULLEY - VARIABLE SPEED IDLER",4.99,0,,"4098","GBP",,,,,,"GBP",17.59,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-1149147",,,,,,,,,"",,,,,,
66407,6,,,,777,,,"115-4669","115-4669","GENUINE TORO BELT","GENUINE TORO BELT",20.41,20.41,,"4098","GBP",,,,,,"GBP",69.98,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-115-4669",,,,,,,,,"",,752107,,,,
66408,6,,,,777,,,"1159","1159","BRIGGS & STRATTON CARBURETTOR DIAPHRAGM & GASKET KIT","BRIGGS & STRATTON CARBURETTOR DIAPHRAGM & GASKET KIT",2.29,2.29,,"4098","GBP",,,,,,"GBP",14.97,"4098","Active","4098 - SPARE PARTS","20",0,12,1,27.48,179.64,,,,,,,"C-1159",,,,,,,,,"",,752107,,,,
66409,6,,,,777,,,"1162","1162","BRIGGS & STRATTON SPRING & CLASSIC PRIMER BULB","BRIGGS & STRATTON SPRING & CLASSIC PRIMER BULB",1.89,1.89,,"4098","GBP",,,,,,"GBP",9.97,"4098","Active","4098 - SPARE PARTS","20",0,8,1,15.12,79.76,,,,,,,"C-1162",,,,,,,,,"",,752107,,,,
66410,6,,,,777,,,"118120064/0","118120064/0","BATTERY 12V 4AH","BATTERY 12V 4AH",20.25,20.25,,"4025","GBP",,,,,,"GBP",48.6,"4025","Active","4025 - MISC","20",0,1,1,20.25,48.6,,,,,,,"C-118120064/0",,,,,,,,,"",,752173,,,,
66411,6,,,,777,,,"118120068/0","118120068/0","BATTERY 12V 18AH LEAD ACID STIGA","BATTERY 12V 18AH LEAD ACID STIGA",53.92,53.92,,"4098","GBP",,,,,,"GBP",107.84,"4098","Active","4098 - SPARE PARTS","15",0,4,1,215.68,431.36,,,,,,,"C-118120068/0",,,,,,,,,"2E",,,,,,
66412,6,,,,777,,,"118204210/0","118204210/0","BATTERY CHARGER E100-E200 (WORKSHOP USE)","BATTERY CHARGER E100-E200 (WORKSHOP USE)",164.42,164.42,,"4098","GBP",,,,,,"GBP",328.84,"4098","Active","4098 - SPARE PARTS","20",0,1,1,164.42,328.84,,,,,,,"C-118204210/0",,,,,,,,,"",,752173,,,,
66413,6,,,,777,,,"118206013/0","118206013/0","CONTROLLER - LI 48V","CONTROLLER - LI 48V",76.72,76.72,,"4098","GBP",,,,,,"GBP",153.44,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-118206013/0",,,,,,,,,"P C/O",,752173,,,,
66414,6,,,,777,,,"118210023/0","118210023/0","IGNITION KEY [2]","IGNITION KEY [2]",3.46,3.46,,"4098","GBP",,,,,,"GBP",9.13,"4098","Active","4098 - SPARE PARTS","20",0,4,1,13.84,36.52,,,,,,,"C-118210023/0",,,,,,,,,"",,,,,,
66415,6,,,,777,,,"118450075/1","118450075/1","STARTING SWITCH","STARTING SWITCH",11.9,11.9,,"4098","GBP",,,,,,"GBP",28.56,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-118450075/1",,,,,,,,,"",,,,,,
66416,6,,,,777,,,"118550199/0","118550199/0","AIR FILTER - 1538H - 1538M-SD","AIR FILTER - 1538H - 1538M-SD",10.55,10.55,,"4098","GBP",,,,,,"GBP",21,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-118550199/0",,,,,,,,,"1A",,752173,,,,
66417,6,,,,777,,,"118550321/0","118550321/0","AIR FILTER - 1530H - 1228H","AIR FILTER - 1530H - 1228H",8.38,8.38,,"4098","GBP",,,,,,"GBP",19.99,"4098","Active","4098 - SPARE PARTS","20",0,5,1,41.9,99.95,,,,,,,"C-118550321/0",,,,,,,,,"1B",,,,,,
66418,6,,,,777,,,"118550421/0","118550421/0","AIR FILTER","AIR FILTER",10.03,10.03,,"4098","GBP",,,,,,"GBP",24.99,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-118550421/0",,,,,,,,,"",,752173,,,,
66419,6,,,,777,,,"118550427/0","118550427/0","FUEL FILTER","FUEL FILTER",2.7,2.7,,"4098","GBP",,,,,,"GBP",9.97,"4098","Active","4098 - SPARE PARTS","20",0,1,1,2.7,9.97,,,,,,,"C-118550427/0",,,,,,,,,"",,752173,,,,
66420,6,,,,777,,,"118550704/0","118550704/0","AIR FILTER","AIR FILTER",1.53,1.53,,"4098","GBP",,,,,,"GBP",4.6,"4098","Active","4098 - SPARE PARTS","20",0,6,1,9.18,27.6,,,,,,,"C-118550704/0",,,,,,,,,"",,752173,,,,
66421,6,,,,777,,,"118550945/0","118550945/0","AIR FILTER   OUTER","AIR FILTER   OUTER",1.54,1.88,,"4098","GBP",,,,,,"GBP",5.86,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-118550945/0",,,,,,,,,"",,,,,,
66422,6,,,,777,,,"118550946/0","118550946/0","AIR FILTER    INNER","AIR FILTER    INNER",1.61,1.96,,"4098","GBP",,,,,,"GBP",4.88,"4098","Active","4098 - SPARE PARTS","20",0,0,1,0,0,,,,,,,"C-118550946/0",,,,,,,,,"",,,,,,
