sku,title,barcode
STIG-2F6430931/ST2,Stiga Park Pro 900 AWX 4WD V-Twin Front-Cut Ride-On Lawnmower (Excluding Deck),
STIG-RUBBER-SCRAPER-FOR-140H-SNOW-BLADE,Stiga Titan Rubber Scraper for 140cm Snow Plough (13-7939-11),
STIG-REVERSE-KIT-130H-SWEEPER,Stiga Titan Reverse Kit for RB130H Sweeper (13-7925-11),
STIG-PIVOT-WHEELS-130H-SWEEPER,Stiga Titan Front Wheel Kit for RB130H Sweeper (13-7924-11),
STIG-13-3902-11,Stiga Flail-Mower Attachment (with Electric Height-Adjustment) for Park Front-Cut Ride-On Mowers | 13-3902-11,7313321306663
STIG-LAWN-RAKE,Stiga Lawn-Rake Attachment (with Electric Height-Adjustment) for Park Front-Cut Ride-On Mowers | 13-3901-11,7313321306656
STIG-13-3910-11,Stiga 90cm Front-Mounted Sweeper (with Collector) for Park Front-Cut Ride-On Mowers | 13-3910-11,7313321308629
STIG-PARK-PRO-SAND-FERT-SPREADER,Stiga Tow-Behind Fertiliser & Salt Spreader for Park Pro Front-Cut Ride-On Mowers | 13-1975-14,7313321304492
STIG-PARK-FLAIL-MOWER-AXLE,Stiga Flail-Mower Axle for Park Lawn-Rake Attachment | 13-1985-11,7313321300760
STIG-PARK-LAWN-RAKE-AXLE,Stiga Park Lawn-Rake Axle for Park Flail-Mower Attachment | 13-1986-11,7313321300777
STIG-PARK-ROTARY-BRUSH,Stiga 100cm Rotary Brush Attachment c/w Dust Cover for Park Front-Cut Ride-On Mowers | 13-0977-11 c/w 13-1936-62,
STIG-PARK-PRO-2-STAGE-SNOW-BLOWER,Stiga Front-Mount 2-Stage Snow Blower for Park Pro Front-Cut Ride-On Mowers | 13-0922-12,7313321308094
OM-OM106S/16KH,Oleo-Mac OM106S/16KH Rear-Collect Lawn Tractor with Hydrostatic Drive,3000317291693
OM-OM92S/13H,Oleo-Mac OM92S/13H Rear-Collect Lawn Tractor with Hydrostatic Drive,0000000000000
OM-OM106S/24KH,Oleo-Mac OM106S/24KH Heavy-Duty Rear-Collect V-Twin Garden Tractor with Hydrostatic Drive,1000000554809
OM-OM123/22V,Oleo-Mac OM123/22V Heavy-Duty Rear-Collect V-Twin Garden Tractor with Hydrostatic Drive,8026619068349
STIG-2I0800100/18,Stiga 90cm Tow-Behind Poly Ballast Roller | 2I0800100/18,
STIG-13-3906-11,Stiga 100kg-Capacity Professional Galvanised-Steel Cart | 13-3906-11,7313321307844
STIG-13-0939-61,Stiga 2 x 17kg Axle Frame Weights for Select Park Front-Cut Ride-On Mowers | 13-0939-61,
STIG-13-3911-61,Stiga Lawn-Edger Attachment - for Park Front-Cut Ride-On Mowers | 13-3911-61,7313321308551
STIG-13-3913-11,Stiga 100cm Rear Rake (Lift-Bracket Required) | 13-3913-11,7313321308605
STIG-13-3914-11,Stiga 130cm Rear Rake (Lift-Bracket Required) | 13-3914-11,
STIG-13-3919-11,Stiga Electric Rear-Tool Lift Bracket | 13-3919-11,
STIG-13-3909-11,Stiga Manual Rear-Tool Lift Bracket | 13-3909-11,
STIG-13-3922-61,Stiga 107cm Snow-Blade Attachment for Park Front-Cut Ride-On Mowers | 13-3922-61,7313321309572
STIG-13-3917-61,Stiga 120cm Snow-Blade Attachment for Park Front-Cut Ride-On Mowers | 13-3917-61,
STIG-SNOW-CHAINS-16X6,"Stiga 16"" x 6"" Snow Chains for Park Front-Cut Ride-On Mowers | 13-0940-61",
STIG-13-0936-61,"Stiga 16"" x 7.5"" Snow Chains for Park Front-Cut Ride-On Mowers | 13-0936-61",
STIG-13-0937-61,"Stiga 17"" x 8"" Snow Chains for Park Pro Front-Cut Ride-On Mowers | 13-0937-61",7313321305758
STIG-13-0978-61,Stiga Spring-Tine Hoe for Park Front-Cut Ride-On Mowers | 13-0978-61,7313321305529
STIG-13-3915-11,Stiga Side-Brush for Front-Mounted Sweeper | 13-3915-11,
STIG-RAC-VILLAS,Stiga RAC Quick Connection - for Villa Models | 13-0994-61,
STIG-13-0921-62,Stiga 2 x 13.5kg Axle Frame Weights for Select Park Front-Cut Ride-On Mowers | 13-0921-62,7313321305420
STIG-13-3918-61,Stiga 85cm Rotary Brush Attachment for Park Front-Cut Ride-On Mowers | 13-3918-61,7313321309404
EIN-BG-EM-1030,Einhell BG-EM 1030 Electric Lawnmower,4006825540390
SCH-3MCH,SCH 3MCH Mini Chain Harrow,
SCH-3SSR36,SCH 3SSR36 Mounted Sorrel Roller,
SCH-3WCH5-152,SCH 3WCH5 152 152cm 3 Way Chain Harrow,
SCH-4MPS/125,SCH 4MPS/125 Three Point Linkage Mounted Sprayer 125L,
MTD-OEM-190-180A,MTD/Lawnflite/Cub Cadet Twin-Bag Collector (OEM-190-180A),4008423815849
SC-HDWC-(E),SCH HDWC (E) Water Cart 600 Litre,
ECH-PB-2620,Echo PB-2620 Handheld Petrol Leaf-Blower,
ECH-PB-8010,Echo PB-8010 Backpack Blower,4934110705561
ECH-PB-770,Echo PB-770 Backpack Blower,4934110705066
SCH-TS98,SCH TS98 Heavy-Duty Leaf Sweeper,
LF-76-RDE,Lawnflite Mini-Rider 76-RDE Compact Rear-Collect Ride-On Mower with Manual Drive,
LF-60SDE,Lawnflite Mini-Rider 60-SDE Ultra-Compact Side-Discharge Ride-On Mower with Transmatic Drive,4008423855814
MTD-O53SPBHW,MTD Optima O53SPBHW 3-in-1 Self-Propelled Petrol Lawnmower,
OR-HR662,Orec HR662 Flail Mower,3570521488214
OR-HR812,Orec HR812 Flail Mower,3570522988416
OR-RM882,Orec Rabbit RM882 V-Twin Ride-On Brushcutter with Hydrostatic Drive,9145368952132
OR-RM952,Orec Rabbit RM952 V-Twin Ride-On Brushcutter with Hydrostatic Drive,9145368952149
OR-RM982F,Orec Rabbit RM982F 4WD V-Twin Ride-On Brushcutter with Hydrostatic Drive | Pro Installation,9145368952156
OR-FL500BC,Orec FL500BC Rough-Grass Mower (with Honda Engine),3570521145575
OM-G53-TBX-ALLROAD-PLUS-4,Oleo-Mac G53-TBX AllRoad Plus-4 4-in-1 Self-Propelled Petrol Lawnmower,8026619066291
OM-MAX-53-TK,Oleo-Mac MAX 53TK AllRoad ALU Self-Propelled Petrol Lawnmower with Aluminium Deck,3000314210529
OM-BC-241T,Oleo-Mac BC-241T Ultralight Petrol Brushcutter,8026619060466
EF-MR55-TBD,Efco MR55-TBD Professional Self-Propelled Petrol Lawnmower,0000000000000
EF-MT5200,Efco MT-5200 Professional Petrol Chainsaw (46cm Guide Bar),0810209020651
EF-DS2410S,Efco DS2410-S Petrol Brushcutter,
EF-DS2410T,Efco DS2410-T Petrol Brushcutter,
MANT-4222,Mantis Aerator Attachment | 4222,
MANT-3222,Mantis Lawn-Edger Attachment | 3222,
MANT-6222,Mantis Planter & Furrower Attachment | 6222,
MANT-4333,Mantis Kick-Stand Attachment | 4333,
MANT-3333,Mantis Plough Attachment  | 3333,
MANT-5222,Mantis Dethatcher Attachment | 5222,
MANT-9222,Mantis Wheel-Kit | 9222,
MANT-811005,Mantis Tiller Storage-Rack | 811005,
EF-EH48,Efco EH48 Hedgetrimmer Attachment,0810209021238
EF-EH50,Efco EH50 Hedgetrimmer Attachment,3000314220863
EF-EP90,Efco EP90 Pruner Attachment,3000315102045
EF-EP100,Efco EP100 Pruner Attachment,0000000000000
EF-KA25,Efco KA25 Vacuum Kit - for SA2500 Leaf Blower,0000000000000
BERT-BTR-340H,Bertolini BTR-340H 350kg-Capacity Tracked Transporter (Honda Engine),8026619073022
BERT-BTR-450,Bertolini BTR-450 450kg-Capacity Tracked Transporter (Honda Engine),
MASP-464791,Masport 250 ST SP Combination 3-in-1 Self-Propelled Petrol Lawnmower,9414974658050
MASP-450916,Masport Lawn Edger,9414974509161
MASP-457950,Masport RRSP 18 Self-Propelled Petrol Rear-Roller Lawnmower,
MF-S421R-HP,Mountfield S421R-HP Hand-Propelled Petrol Rear-Roller Lawnmower,8008984817395
SNAP-SPX210,Snapper SPX210 Side-Discharge V-Twin Garden Tractor with Hydrostatic Drive,
SNAP-SPX110,Snapper SPX110 Side-Discharge V-Twin Garden Tractor with Hydrostatic Drive,
STIG-107CM-RUB-SCRAPER,Stiga Rubber Scraper Bar for 107cm Snow Blade | 13-3904-61,7313321307714
MF-TOW-BAR-92,Mountfield/Stiga Tow-Bar - for 92cm Rear-Collect Tractors | 299900081/0,7313321305024
MF-DEFLECTOR-TC102-122,Mountfield/Stiga Rear Deflector - for 92cm/102cm/122cm Tractors | 299900016/0,7313321306823
MF-BUMPER-299900361-0,Mountfield/Stiga Front Bumper - for 98cm & 108cm Tractor Mowers | 299900361/0,8008984564619
MF-299900135/22,Mountfield/Stiga Mulching Plug - for 66cm Ride-On Mowers | 299900135/0,8008984618145
MF-299900036/0,Mountfield/Stiga Mulching Plug - for 72cm Ride-On Mowers | 299900036/0,7313321302405
MF-MULCH-PLUG-NJ102-TRACTORS,Mountfield/Stiga Mulching Plug – for 102cm Rear-Collect Tractors | 299900045/0,7313321301958
MF-299900055/0,Mountfield/Stiga Mulching Plug – for 102cm Rear-Collect Tractors | 299900055/0,7313321306847
MF-MULCH-PLUG-TC122,Mountfield/Stiga Mulching Plug - for 122cm Rear-Collect Tractors | 299900046/0,7313321302191
STIG-DEFLECTOR-99900310-0,Mountfield/Stiga Rear Deflector - for 84cm & 98cm Tractors | 299900310/0,8008984508439
STIG-DEFLECTOR-99900051/0,Mountfield/Stiga Rear Deflector - for 92cm & 102cm Tractors | 299900051/0,7313321305017
STIG-2F6220745/ST2,Stiga Park 700 W V-Twin Front-Cut Ride-On Lawnmower (Excluding Deck),8008984852778
STIG-2F6120545/ST2,Stiga Park 500 Front-Cut Ride-On Lawnmower (Excluding Deck),8008984852242
LF-GTS1300L,Lawnflite-Pro GTS1300L Petrol Chipper-Shredder,5050581002523
MTD-MULCH-PLUG-196-589-678,MTD Mulching-Plug - for 53cm MTD Optima & Cub Cadet Mowers (196-589-678),4008423855920
MTD-O38VO,MTD Optima O38VO Petrol Scarifier,4008423857429
MTD-GCS3800-35,MTD GCS3800/35 Petrol Chainsaw (35cm Guide Bar),4008423857023
MTD-GCS4600-45,MTD GCS4600/45 Petrol Chainsaw (45cm Guide Bar),4008423857047
MTD-ECS1800-35,MTD ECS180035-SSE Electric Chainsaw (35cm Guide Bar),4008423842814
MTD-HT61E-KIT,MTD HT61E-KIT Electric Hedgetrimmer,0000000000000
LF-PRO-REAR-DEFLECTOR-71901-924,Lawnflite-Pro Rear Deflector - for Lawnflite-Pro Rear-Collect Mowers (71901-924),
FLY-FEGPLUS360V,Flymo EasiGlide Plus 360V Electric Hover Mower,7392930542594
MTD-GCS4100-40,MTD GCS4100/40 Petrol Chainsaw (40cm Guide Bar),4008423857030
LF-O35VO,Lawnflite O35VO Petrol Scarifier,
MF-299900385/0,Mountfield/Stiga Tow Bar - for 98cm & 108cm Side-Discharge Tractors | 299900385/0,8008984564626
WS-1111200WR,Wilkinson Sword Carbon-Steel Digging Spade | 1111200WR,
WS-1111201WR,Wilkinson Sword Carbon-Steel Digging Fork | 1111201WR,
WS-1111202WR,Wilkinson Sword Carbon-Steel Border Spade | 1111202WR,
WS-1111203WR,Wilkinson Sword Carbon-Steel Border Fork | 1111203WR,
WS-1111206WR,Wilkinson Sword Carbon-Steel Garden Rake | 1111206WR,5050581001564
WS-1111207WR,Wilkinson Sword Carbon-Steel Lawn Rake | 1111207WR,5050581001571
WS-1111205WR,Wilkinson Sword Carbon-Steel Dutch Hoe | 1111205WR,5050581001557
WS-1111111W,Wilkinson Sword Stainless-Steel Digging Spade | 1111111W,5050581000307
WS-1111112W,Wilkinson Sword Stainless-Steel Digging Fork | 1111112W,5050581000314
WS-1111113W,Wilkinson Sword Stainless-Steel Border Spade | 1111113W,5050581000321
WS-1111114W,Wilkinson Sword Stainless-Steel Border Fork | 1111114W,5050581000338
WS-1111116W,Wilkinson Sword Stainless-Steel Swoe-Style Hoe | 1111116W,5050581000352
WS-1111117W,Wilkinson Sword Stainless-Steel Soil Rake | 1111117W,5050581000369
WS-1111118W,Wilkinson Sword Stainless-Steel Dutch Hoe | 1111118W,5050581000376
ST-HSA-66,STIHL HSA 66 36v Cordless Hedgetrimmer (50cm Blades),
ST-HSA-86-45,STIHL HSA 86 36v Cordless Hedgetrimmer (45cm Blades),
ST-HSA-86-62,STIHL HSA 86 36v Cordless Hedgetrimmer (62cm Blades),
WOLF-RAX,WOLF-Garten RAX Multi-Purpose Scissors,4009269721608
MTD-OPTIMA-46-SPB-HW,MTD Optima 46 SPB HW 3-in-1 Self-Propelled Petrol Lawnmower,4008423855555
MTD-OPTIMA-53-SPH-HW,MTD Optima 53SPH-HW 4-in-1 Self-Propelled Petrol Lawnmower (with Honda Engine),4008423858570
MTD-OPTIMA-53SPB-HW-IS,MTD Optima 53SPBHWIS 3-in-1 Self-Propelled Petrol Lawnmower with Electric Start,4008423865455
MTD-GHT4528,MTD GHT4528 Petrol Hedgetrimmer (with 45cm Blades),4008423872842
WS-1111120W,Wilkinson Sword Stainless-Steel Lawn Rake | 1111120W,5050581000390
EIN-GE-PH-2555-A,Einhell GE-PH 2555-A Petrol Hedgetrimmer with Twist Handle,
STIG-2D5809521/ST2,Stiga Park Combi 95 Q QuickFlip Cutter Deck | 2D5809521/ST2,
STIG-PARK-95-COMBI-EL,Stiga Park Combi 95 Q Plus QuickFlip Cutter Deck | 2D6209521/ST2,
STIG-2D6210021/ST2,Stiga Park Combi 100 Q Plus QuickFlip Cutter Deck | 2D6210021/ST2,8008984832442
STIG-2D6311021/ST2,Stiga Park Combi Pro 110 Q Plus QuickFlip Cutter Deck | 2D6311021/ST2,8008984852860
STIG-2D6312521/ST2,Stiga Park Combi Pro 125 Q Plus QuickFlip Cutter Deck | 2D6312521/ST2,8008984852877
STIG-155H-TITAN-DOD,Stiga 155H Titan DOD Cutter-Deck (13-7825-24),
STIG-2T0785481/ST1,Stiga Estate 792 W Rear-Collect V-Twin Garden Tractor with Hydrostatic Drive,
STIG-2T0940681/ST1,Stiga Estate 9102 W Rear-Collect V-Twin Garden Tractor with Hydrostatic Drive,
STIG-2T0210481/ST2,Stiga Combi 372 Compact Rear-Collect Ride-On Mower with Hydrostatic Drive,8008984852181
ECH-CS-2511WESC,Echo CS-2511WESC Petrol Chainsaw (25cm Guide Bar),4934110705530
ECH-CS-621SX,Echo CS-621SX Petrol Chainsaw (50cm Guide Bar),3666973000071
ECH-CS-362TES-30,Echo CS-362TES Top-Handle Petrol Arborist's Chainsaw (30cm Guide Bar),4934110701969
ECH-CS-362TES,Echo CS-362TES Top-Handle Petrol Arborist's Chainsaw (35cm Guide Bar),0000000000000
ECH-SRM-222ES,Echo SRM-222ES Petrol Brushcutter,4934110710718
ECH-SRM-237TESL,Echo SRM-237TESL High-Torque Petrol Brushcutter,0000000000000
ECH-SRM-3611TU,Echo SRM-3611TU High-Torque Petrol Brushcutter,4934110707831
ECH-SRM-3021TESU,Echo SRM-3021TESU High-Torque Petrol Brushcutter,0000000000000
ECH-SRM-520ESU,Echo SRM-520ESU Petrol Brushcutter,4934110704380
ECH-RM-520ES,Echo RM-520ES Backpack Brushcutter,4934110704649
ECH-SRM-2621TESL,Echo SRM-2621TESL High-Torque Petrol Brushcutter,0000000000000
ECH-SRM-2621TESU,Echo SRM-2621TESU High-Torque Petrol Brushcutter,4934110707732
ECH-SRM-237TESU,Echo SRM-237TESU High-Torque Petrol Brushcutter,4260382996773
ECH-SRM-3021TESL,Echo SRM-3021TESL High-Torque Petrol Brushcutter,0000000000000
ECH-SRM-420TESU,Echo SRM-420TESU High-Torque Petrol Brushcutter,4260382990542
STIG-298471048/ST2,Stiga Multiclip 547 Hand-Propelled Petrol Mulching Lawnmower,008984851962
STIG-298472048/ST2,Stiga Multiclip 547 S Self-Propelled Petrol Mulching Lawnmower,8008984851979
ECH-GT-222ES,Echo GT-222ES Curved-Shaft Petrol Grass-Trimmer,4934110704823
MASP-464778,Masport Widecut 800 AL SP Combination 3-in-1 Self-Propelled Petrol Lawnmower with Aluminium Deck,9414974647788
ECH-HC-2320,Echo HC-2320 Petrol Hedgetrimmer,4934110711098
ECH-HCR-185ES,Echo HCR-185ES Petrol Hedgetrimmer,4934110704748
ECH-PB-265ESLT,Echo PB-2625ESLT Backpack Blower,4260382990719
OM-OM108L/16KH,Oleo-Mac OM108L/16KH Side-Discharge Lawn Tractor with Hydrostatic Drive,3000314274910
SIMP-1695946,Simplicity Mulch-Kit for Regent XL/SLT200 (1695946),
SIMP-1695776,Simplicity Triple-Bag Collector for Regent XL/SLT200 (1695776),
SIMP-1694958,Simplicity Mulch-Kit for Broadmoor SLT300 (1694958),
SIMP-1696358,Simplicity Triple-Bag Collector - for Broadmoor SYT410 & Conquest SYT500 | 1696358,0000000000000
SIMP-1696450,Simplicity Turbo for Broadmoor SLT300 (1696450),
GW-GWG40TL,Greenworks G40TL 40v Cordless Mini-Tiller (Machine Only),6952909001067
EIN-TE-CD-18-2-LI-I,Einhell TE-CD 18-2 LI-I Power X-Change Cordless Hammer Drill | 4513834,4006825614695
FLY-FES300R,Flymo EasiStore 300R Electric 4-Wheel Roller Lawnmower,
SOL-416,Solo 416 Motorised Backpack-Sprayer,4015966416013
SOL-433H,Solo 433H Petrol Backpack Sprayer,4015966433034
STIG-2T2620481/ST2,Stiga Estate 598 Rear-Collect Lawn Tractor with Hydrostatic Drive,
EIN-TE-CD-18-2i,Einhell TE-CD 18-2i Cordless Hammer Drill | 4513790,
OM-GST-250,Oleo-Mac GST-250 Top-Handle Petrol Arborist's Chainsaw (25cm Guide Bar),7426883754978
EIN-5.2AH-BAT,Einhell 18v/5.2Ah Power X-Change Battery | 4511437,
MF-S46-PD-LI,Mountfield S46-PD LI 4-in-1 Power-Driven Cordless Lawnmower,8008984510913
MF-SP505R-V,Mountfield SP505R-V Variable-Speed Petrol Rear-Roller Lawnmower (with Honda Engine),8008984854581
MF-SP555RV,Mountfield SP555R-V Variable-Speed Petrol Rear-Roller Lawnmower (with Honda Engine),8008984854505
MF-287120153/M16,Mountfield MMT 2605 5-in-1 Petrol Multi-Tool,
ST-AP200(2),STIHL AP200 36v 151Wh/4Ah Lithium-Ion Battery,
ST-AP300(2),STIHL AP300 36v 227Wh/6Ah Lithium-Ion Battery,
ST-AL100(2),STIHL AL100 Standard Charger,
ST-AL300(2),STIHL AL300 Quick Charger,0795711413828
ST-AL500(2),STIHL AL500 Super Charger,
CC-XT2-PS107,Cub Cadet XT2PS107 Side-Discharge V-Twin Garden Tractor with Hydrostatic Drive,4008423872286
CC-XT2-PS117,Cub Cadet XT2QS117 Side-Discharge V-Twin Garden Tractor with Hydrostatic Drive,4008423872255
LF-76RDHE,Lawnflite Mini-Rider 76-RDHE Compact Rear-Collect Ride-On Mower with Hydrostatic Drive,
LF-RG145,Lawnflite RG145 Side-Discharge Lawn Tractor with Transmatic Drive,
LF-LG200H,Lawnflite LG200H Side-Discharge V-Twin Garden Tractor with Hydrostatic Drive,4008423859959
OM-G53-VK-ALLROAD-PLUS-4,Oleo-Mac G53-VK AllRoad Plus-4 4-in-1 Variable-Speed Petrol Lawnmower,3000315111245
FLY-FCONTOUR650E,Flymo Contour 650E 3-in-1 Electric Grass-Trimmer,
CC-XT3-QS137,Cub Cadet XT3QS137 Heavy-Duty Side-Discharge V-Twin Garden Tractor with Hydrostatic Drive,4008423872323
LF-HWLT,Lawnflite HWLT Wheeled Trimmer-Mower,
OM-BC241S,Oleo-Mac BC-241S Ultralight Petrol Brushcutter,7426883760382
OM-EH48,Oleo-Mac EH48 Hedgecutter Attachment,
OM-EP100,Oleo-Mac EP100 Pruner Attachment,3000313886336
OM-BC-241HL,Oleo-Mac BC-241HL Heavy-Duty Long-Reach Petrol Hedgecutter,3000317815738
OM-BCH-400T,Oleo-Mac BCH-400T Premium Professional Brushcutter,8026619063719
OM-BC-270S,Oleo-Mac BC-270S Heavy-Duty Petrol Brushcutter,3000317815950
OM-EH50,Oleo-Mac EH50 Hedgecutter Attachment,
OM-BV162,Oleo-Mac BV163 Petrol Backpack Leaf-Blower,8026619078232
RB-EP20,Redback 40v/2Ah Lithium-Ion Battery | EP20,6945372101167
EP40,Redback 40v/4Ah Lithium-Ion Battery | EP40,6945372101174
RB-EP60,Redback 40v/6Ah Lithium-Ion Battery | EP60,6945372101181
RB-EC20,Redback 40v Quick Battery Charger | EC20,6945372101198
RB-EC50,Redback 40v Super-Fast Battery Charger | EC50,6945372101204
RB-E522D,Redback E522D Cordless Hedgetrimmer (Tool Only),
RB-E920D,Redback 40v Cordless Pole-Hedgetrimmer | E920D | Tool Only,4260449124859
RB-EA01,Redback Power Belt for 40v Batteries | EA01,6945372101228
LFP-MZSGTS9999980,Lawnflite-Pro Tow Bar for GTS1300L Chipper,0000000000000
LFP-GT1300CH,Lawnflite-Pro Swivel Chute for GTS1300L Chipper,0000000000000
SIMP-1696072,Simplicity Mulch Kit - Cover Only - for SLT110 | 1696072,0000000000000
SNAP-1695776,Snapper Triple-Bag Collector - for SPX210 | 1695776,0000000000000
SNAP-1695642,Snapper Turbo - for Triple-Bag Collector | 1695642,0000000000000
MF-Mulch-Plug-299900374/0,Mountfield/Stiga Mulching Kit with Blades - for 98cm Rear-Collect Tractors | 299900374/0,8008984510081
MTD-196-749A678,MTD/Lawnflite/Cub Cadet Mulch-Kit (196-749A678),4008423836080
MTD-196-750A678,MTD/Lawnflite/Cub Cadet Rear-Deflector (196-750A678),4008423836097
GW-G40B2,Greenworks 40v/2Ah Lithium-Ion Battery | G40B2,6952909053165
MF-299900370/1,Mountfield/Stiga Mulching Kit with Blades - for 84cm Rear-Collect Tractors | 299900370/1,8008984622265
STIG-283321008/ST2,Stiga BC 740 B Petrol Brushcutter,8008984853911
STIG-SRC-36V,Stiga SRC 36 V Petrol Front-Tine Tiller,8008984821484
LF-196-334-600,MTD/Lawnflite/Cub Cadet Mulch-Kit & Deflector - for 76cm Rear-Collect Ride-On Mowers | 196-334-600,4008423862829
STIG-SMT-226,Stiga SMT-226 Petrol Multi-Tool,8008984636071
ECH-PB-580,Echo PB-580 Backpack Leaf Blower,4934110705035
LF-196-707-678,Lawnflite Mulch-Kit & Deflector (196-707-678),
STIG-287110102/ST2,Stiga GT 330 A Curved-Shaft Petrol Grass-Trimmer,8008984853379
STIG-PRUN-ATTACH-226,Stiga Tree-Pruner Attachment for Split-Shaft Brushcutters | 232511810/15,8008984634688
STIG-HT-ATTACH-226,Stiga Hedgetrimmer Attachment for Split-Shaft Brushcutters | 232511710/15,8008984634671
STIG-287121102/ST2,Stiga BC 330 AB Petrol Brushcutter,8008984853836
STIG-252422008/ST2,Stiga SHT 670 Professional Petrol Hedgetrimmer (60cm Blades),
MASP-464923,Masport 150 ST Combination Hand-Propelled Petrol Lawnmower,9414974649232
MASP-464946,Masport 150 ST SP Combination Self-Propelled Petrol Lawnmower,9414974649461
MASP-482949,Masport 575 AL SP Combination 4-in-1 Self-Propelled Petrol Lawnmower with Aluminium Deck,9414974658395
SNAP-2691705,Snapper RPX310 Rear-Collect V-Twin Garden Tractor with Hydrostatic Drive,
CS-501SX/45,Echo CS-501SX Petrol Chainsaw (45cm Guide Bar),4260382996605
LON-LC3500I,Loncin LC3500I Inverter Generator,
AP-S390H,Apache S390H Petrol Scarifier with Collector (Honda Engine),5055485036759
STIG-2T0985481/ST1,Stiga Estate 9102 WX 4WD Rear-Collect V-Twin Garden Tractor with Hydrostatic Drive,
STIG-2T1835481/ST1,Stiga Tornado 7108 W Side-Discharge V-Twin Garden Tractor with Hydrostatic Drive,8008984852501
2T1950381/ST1,Stiga Tornado 9121 W Side-Discharge V-Twin Garden Tractor with Hydrostatic Drive,
AGFA-45-0546,Agri-Fab Smart-Sweep 132cm Towed Lawn & Leaf Sweeper | 45-0546,4005261310446
AGFA-45-0544,Agri-Fab 102cm Towed Spike-Aerator | 45-0544,
MASP-467779,Masport 575 AL SP Combination 4-in-1 Self-Propelled Petrol Lawnmower with InStart®,
MASP-457954,Masport Rotarola RRSP 18 InStart® Self-Propelled Rear-Roller Lawnmower with Electric Start,
MASP-478751,Masport Contractor 21 3-in-1 Variable-Speed Petrol Lawnmower with Low-Vibration Handlebar,
MM-43PD,MowMaster 43PD-SSEK 3-in-1 Self-Propelled Petrol Lawnmower,
SNAP-SXDCS,Snapper SXDCS 82v Cordless Chainsaw (Tool Only),0047282089064
SNAP-SXDST,Snapper SXDST 82v Cordless Grass-Trimmer (Tool Only),0047282076453
SNAP-SXDHT,Snapper SXDHT 82v Cordless Hedgetrimmer (Tool Only),0047282076750
SNAP-SXDBL,Snapper SXDBL 82v Cordless Leaf-Blower (Tool Only),0047282076484
SNAP-BSB-2AH,Snapper BSB 82v (2Ah) Lithium-Ion Battery,4068201274978
SNAP-BSB-4AH,Snapper BSB 82v (4Ah) Lithium-Ion Battery,0841821019860
SNAP-BRSC,Snapper BRSC 82v Battery Charger,
OM-G53-PK-SD,Oleo-Mac G53-PK SD Comfort Hand-Propelled Petrol Lawnmower with Side-Discharge,
OM-G48-PK-SD,Oleo-Mac G48-PK SD Comfort Hand-Propelled Petrol Lawnmower with Side-Discharge,8026619060558
EF-93/16KH,Efco EF93/16K Rear-Collect Lawn Tractor with Hydrostatic Drive,0000000000000
CC-LR1MS76,Cub Cadet LR1MS76 Compact Side-Discharge Ride-On Mower with Transmatic Drive,
STIG-287220002/ST1,Stiga BC 535 Petrol Brushcutter,
MTD-OEM-190A-116,MTD/Lawnflite/Cub Cadet Mulch-Kit (OEM-190A-116),4008423819632
RB-E142Q-4AH,Redback E142Q-4Ah Cordless Lawnmower (Special Offer),
STIG-1911-9293-01,Stiga 24v Battery Charger | 1911-9293-01,
STIG-SBT4080AE,Stiga SBT4080AE 80v/4.0Ah Battery | 1111-9309-01,
STIG-80V-HARNESS,Stiga 80v Battery Harness,0000000000000
STIG-COLLECTOR-SWS-800G,Stiga Collection Box for SWS 800 G Self-Propelled Sweeper | 290802020/16,8008984640528
STIG-290802030/16,Stiga Front Blade for SWS 800 G Self-Propelled Sweeper | 290802030/16,8008984640542
STIG-SWS-800G,Stiga SWS 800 G Self-Propelled Sweeper,
STIG-SILEX-ROTOV,Stiga Silex Rear-Mounted Rotovator Attachment | 290950020/10,
STIG-SCYTHE,Stiga Silex Double-Bladed Scythe Attachment | 290950030/10,
STIG-SILEX-PLOUGH,Stiga Silex Ridging-Plough Attachment  | 290950060/10,
STIG-BRUSH-COLLECTOR,Stiga Silex Brush & Collector Attachment | 290950040/10,8008984583795
STIG-SILEX-SNOW-BLADE,Stiga Silex Snow-Blade Attachment | 290950050/10,8008984585591
STIG-SILEX-BRUSH,Stiga Silex Brush Attachment | 290950070/10,8008984588592
STIG-EXT-SHAFT-226,Stiga Extension Pole for Split-Shaft Brushcutters | 232511610/16,8008984783256
STIG-240381402/ST1,Stiga CS 540 Petrol Chainsaw (35cm Guide Bar),8008984853461
STIG-240381602/ST1,Stiga CS 540 Petrol Chainsaw (40cm Guide Bar),8008984853478
STIG-240461802/ST1,Stiga CS 750 Petrol Chainsaw (45cm Guide Bar),8008984853522
STIG-240521802/ST1,Stiga CS 755 Petrol Chainsaw (45cm Guide Bar),8008984853553
CC-Z1-137,Cub Cadet Z1137 Zero-Turn Ride-On Mower,4008423874273
CC-Z5-152,Cub Cadet Z5152 Zero-Turn Ride-On Mower,4008423872415
STIG-SWP577,Stiga SWP 577 Hand-Propelled Sweeper,8008984800618
STIG-SWP475,Stiga SWP 475 Hand-Propelled Sweeper,8008984800601
STIG-SWP355,Stiga SWP 355 Hand-Propelled Sweeper,8008984800595
STIG-HPS345R,Stiga HPS 345 R Electric Pressure-Washer,
STIG-HPS235R,Stiga HPS 235 R Electric Pressure-Washer,8008984837478
